parámetros del reclutamiento
bit,NSIM
3470791266.04523,7478278.56769798
3470791266.36863,7478278.55530776
3470791266.06593,7478278.03235326
3470791266.04553,7478278.38830813
3470791265.92802,7478278.59060333
3470791266.04235,7478277.85673391
3470791265.75532,7478278.21815806
3470791266.06206,7478278.14321415
3470791266.01574,7478278.53281538
3470791265.98908,7478278.1455079
3470791266.2141,7478278.06382472
3470791265.87236,7478278.04953328
3470791266.07125,7478278.29775757
3470791266.11784,7478278.79594145
3470791265.9495,7478278.68338613
3470791266.3182,7478278.18538749
3470791266.30467,7478278.13242639
3470791265.9044,7478278.49091436
3470791266.11366,7478278.33493999
3470791265.86457,7478278.62758847
3470791265.7849,7478277.69361218
3470791266.1315,7478277.89605844
3470791266.12127,7478278.26328518
3470791265.75639,7478278.19392178
3470791265.95581,7478277.84010732
3470791265.65694,7478278.28396926
3470791266.01542,7478278.25370189
3470791265.96471,7478278.6321661
3470791266.4404,7478278.36000182
3470791265.57046,7478278.09484271
3470791265.90198,7478278.68844131
3470791265.91214,7478278.11578265
3470791266.09584,7478278.21243789
3470791266.19566,7478278.29565646
3470791265.94265,7478277.96804377
3470791265.8465,7478278.3529663
3470791266.06202,7478278.1014656
3470791266.12374,7478278.40364031
3470791265.67016,7478278.42209045
3470791265.85215,7478277.9534606
3470791266.01328,7478278.18487712
3470791265.9492,7478278.14588206
3470791265.99374,7478277.73290997
3470791265.83576,7478278.38326304
3470791265.88174,7478278.16512496
3470791265.8755,7478278.59637267
3470791266.09265,7478277.92508655
3470791266.03097,7478278.50116801
3470791266.15941,7478278.23108991
3470791266.07404,7478278.1866861
3470791266.08776,7478278.60657082
3470791265.92225,7478278.34725405
3470791265.99548,7478278.08331335
3470791266.29426,7478278.53376411
3470791265.84398,7478278.29463718
3470791266.02541,7478278.16220253
3470791265.95676,7478278.21447784
3470791266.01975,7478278.15490152
3470791266.28873,7478277.85631073
3470791266.17872,7478278.09115161
3470791265.74398,7478278.12759705
3470791266.12349,7478278.29122323
3470791265.88509,7478278.31869007
3470791265.96294,7478278.0178628
3470791266.13608,7478278.02795156
3470791265.87021,7478278.54580522
3470791266.23445,7478278.29161616
3470791266.25334,7478278.21944475
3470791265.98192,7478278.52691847
3470791266.05272,7478278.48161366
3470791265.90357,7478278.48465319
3470791265.91582,7478278.31418629
3470791266.05447,7478278.18447638
3470791266.05603,7478278.29469323
3470791266.30511,7478278.11711837
3470791265.91215,7478278.4477564
3470791265.92542,7478278.09643813
3470791265.88708,7478278.26580789
3470791266.16876,7478278.05869196
3470791266.28274,7478278.32284495
3470791266.20033,7478278.2804185
3470791265.9077,7478278.26021636
3470791265.89812,7478278.11290648
3470791265.8045,7478278.00824763
3470791265.82504,7478278.25423132
3470791266.09749,7478277.89408375
3470791266.11747,7478278.14569584
3470791266.15528,7478278.51616057
3470791265.80988,7478278.0278322
3470791266.0095,7478278.10499977
3470791266.01437,7478278.07759775
3470791266.04379,7478278.20331687
3470791266.27655,7478278.76084643
3470791265.88978,7478278.58496052
3470791266.09489,7478278.38414555
3470791266.01852,7478278.11642304
3470791266.17041,7478278.03439341
3470791266.12254,7478278.1561123
3470791265.95465,7478278.15530461
3470791266.08297,7478278.32788251
3470791265.8831,7478278.08512106
3470791266.20712,7478278.03799122
3470791265.65662,7478278.17022428
3470791266.01131,7478278.08602468
3470791266.09027,7478278.59655315
3470791265.83677,7478278.29305925
3470791265.7917,7478278.3272271
3470791266.13077,7478278.30748562
3470791265.74802,7478278.19652963
3470791266.26023,7478278.00509843
3470791266.1072,7478278.54589123
3470791266.17275,7478278.14177648
3470791266.07589,7478278.26495777
3470791265.83988,7478278.4801909
3470791266.08986,7478278.35621286
3470791265.9841,7478278.38576545
3470791265.88421,7478278.27650065
3470791265.80423,7478278.44623095
3470791266.0246,7478278.02681954
3470791265.9482,7478278.04125443
3470791265.99643,7478278.1799534
3470791266.01079,7478278.52015356
3470791265.97436,7478278.07072765
3470791266.18915,7478278.01870569
3470791265.79694,7478278.34428061
3470791265.8293,7478278.05118371
3470791266.15545,7478278.56593287
3470791265.87381,7478278.5595582
3470791265.94058,7478278.24861879
3470791266.10352,7478278.11929627
3470791266.3731,7478278.68241867
3470791265.91928,7478278.28027543
3470791266.27739,7478278.26990035
3470791265.79568,7478278.14981675
3470791265.83781,7478278.10584074
3470791266.06655,7478278.30415769
3470791266.08203,7478278.14275213
3470791266.00206,7478278.31913769
3470791266.42719,7478278.25789482
3470791265.71158,7478278.21065058
3470791266.20812,7478277.9752214
3470791266.0599,7478278.20558008
3470791266.03195,7478278.27826741
3470791266.36767,7478278.6371521
3470791266.10721,7478278.07415104
3470791265.96457,7478278.02616568
3470791266.10025,7478278.15765794
3470791265.94954,7478278.46586395
3470791266.04892,7478278.11327089
3470791266.10509,7478277.46866035
3470791266.0207,7478278.22708856
3470791266.13628,7478278.2975401
3470791265.85559,7478278.03921509
3470791265.70345,7478278.21328169
3470791265.97213,7478278.08309345
3470791266.0616,7478277.90025258
3470791265.93824,7478278.24797978
3470791266.35426,7478278.08324288
3470791266.35902,7478277.7825522
3470791266.00935,7478277.88531402
3470791265.89083,7478278.51978649
3470791266.26242,7478278.27969636
3470791265.77656,7478277.95553072
3470791266.29299,7478278.20752074
3470791265.82831,7478278.11381789
3470791266.04753,7478278.339851
3470791265.86368,7478277.94293671
3470791266.32871,7478278.24024177
3470791266.27052,7478278.15373378
3470791266.05536,7478277.94515273
3470791265.86253,7478278.26079222
3470791266.13536,7478278.472316
3470791265.91459,7478278.22782321
3470791266.01029,7478278.20737177
3470791266.09834,7478278.47338778
3470791265.89671,7478278.60887995
3470791266.02762,7478278.03422
3470791265.92253,7478278.29439704
3470791265.90959,7478278.04816501
3470791265.96038,7478278.38413914
3470791266.10025,7478278.5998121
3470791265.98244,7478277.88784808
3470791265.99906,7478278.1969511
3470791265.96428,7478278.12824575
3470791265.95728,7478278.32626985
3470791266.07412,7478278.35234157
3470791265.9865,7478278.35230464
3470791266.12018,7478278.30895107
3470791265.85992,7478278.03131248
3470791266.07234,7478277.65025111
3470791266.06589,7478278.04427979
3470791266.02174,7478278.26379391
3470791266.08162,7478278.23080576
3470791266.14529,7478278.06883425
3470791265.88986,7478278.77226976
3470791265.89218,7478278.57931023
3470791265.89459,7478277.98538974
3470791266.06289,7478278.36728599
3470791266.10265,7478278.13565758
3470791265.88399,7478278.42816014
3470791266.04086,7478278.18374194
3470791265.96304,7478277.94323341
3470791265.92163,7478278.20202593
3470791266.14188,7478278.16203425
3470791266.17519,7478278.33695499
3470791266.25445,7478278.19247624
3470791265.71261,7478278.05620686
3470791265.94181,7478278.3867179
3470791265.84461,7478278.18431051
3470791265.8214,7478278.32781952
3470791266.10906,7478278.35207013
3470791266.00208,7478278.44970977
3470791265.92666,7478277.96559439
3470791266.10029,7478278.14191625
3470791265.88397,7478278.32415268
3470791266.09496,7478278.05029165
3470791265.88463,7478277.47143042
3470791265.80353,7478278.13999411
3470791265.98686,7478278.62097619
3470791266.03969,7478278.15008034
3470791266.20113,7478278.50682819
3470791265.90202,7478278.30095346
3470791265.79261,7478278.14633765
3470791266.06966,7478278.27683031
3470791265.83034,7478278.4641288
3470791266.28278,7478278.64325107
3470791266.09106,7478278.02352778
3470791265.86275,7478278.39279994
3470791265.82208,7478278.26997988
3470791265.83584,7478278.27383802
3470791265.86274,7478278.18088033
3470791265.59033,7478277.79003699
3470791265.7851,7478278.42763483
3470791266.16901,7478278.12867244
3470791266.10611,7478278.45835526
3470791266.00883,7478278.75602918
3470791266.02885,7478278.11660813
3470791266.144,7478278.35540216
3470791265.99866,7478278.17784979
3470791265.91214,7478277.8060764
3470791265.84763,7478278.45914407
3470791265.93278,7478278.34918682
3470791266.19479,7478278.10979911
3470791265.91915,7478278.25314305
3470791265.97394,7478278.08438406
3470791266.16721,7478278.115694
3470791265.96654,7478278.00134414
3470791265.8173,7478277.9451705
3470791266.15972,7478278.27312498
3470791266.04292,7478278.0907835
3470791266.36102,7478278.19965303
3470791266.03317,7478278.2305363
3470791266.26155,7478278.20132858
3470791266.23201,7478277.88938869
3470791266.04521,7478278.34215974
3470791265.99057,7478278.63804318
3470791266.02017,7478278.33078276
3470791265.73081,7478278.23150902
3470791266.1879,7478278.1644871
3470791266.17137,7478278.14499255
3470791265.93571,7478278.1969358
3470791265.95005,7478278.14578449
3470791266.174,7478278.27875925
3470791266.02772,7478278.59678135
3470791265.90665,7478278.32085875
3470791265.72756,7478278.16093164
3470791265.87316,7478277.77855146
3470791266.12548,7478277.62482397
3470791266.13783,7478278.3677238
3470791266.13887,7478278.09572275
3470791266.04318,7478278.35786578
3470791265.81834,7478278.10701706
3470791265.89585,7478278.43769163
3470791265.98563,7478277.93577639
3470791266.0154,7478278.47972786
3470791266.02768,7478278.42142004
3470791266.0461,7478278.43460004
3470791265.8336,7478278.38156228
3470791265.92253,7478278.09063103
3470791265.86333,7478278.08928163
3470791265.97082,7478277.81876069
3470791266.15728,7478278.22542932
3470791265.97482,7478278.30445943
3470791265.82215,7478278.35106442
3470791265.88647,7478278.40242355
3470791265.99895,7478278.17153176
3470791265.98338,7478278.11318405
3470791266.10449,7478278.39355516
3470791265.83407,7478278.12869366
3470791266.33086,7478278.07586896
3470791266.12566,7478278.1718346
3470791265.73715,7478277.93050915
3470791265.97461,7478278.54114955
3470791266.07527,7478278.29624826
3470791266.12255,7478278.42034591
3470791266.03697,7478277.80261002
3470791266.0278,7478277.90313773
3470791265.99782,7478278.31333724
3470791265.95364,7478278.5701483
3470791265.69781,7478278.10879358
3470791265.59209,7478278.17081234
3470791266.31612,7478278.35982418
3470791266.01977,7478278.17190605
3470791265.93243,7478278.08626551
3470791265.87404,7478278.64396772
3470791265.91797,7478278.06917139
3470791266.15463,7478278.37039377
3470791266.08854,7478278.49540771
3470791265.99923,7478278.27631521
3470791265.9928,7478278.55315013
3470791266.08307,7478278.52934549
3470791266.22228,7478278.32191911
3470791266.33274,7478278.01113349
3470791266.21461,7478278.003011
3470791266.01497,7478278.57171288
3470791266.15898,7478278.36100245
3470791266.03705,7478278.09844622
3470791265.9883,7478278.19420774
3470791266.06644,7478278.43520276
3470791265.76899,7478278.43995084
3470791265.91664,7478278.45193403
3470791265.93401,7478278.06251051
3470791266.02183,7478278.47564279
3470791266.24409,7478278.29674538
3470791265.8748,7478278.58649687
3470791265.84545,7478277.92324912
3470791265.91657,7478277.87611931
3470791265.85601,7478278.33995999
3470791266.07406,7478278.15472543
3470791266.00663,7478277.99453465
3470791265.95757,7478278.2729945
3470791266.00158,7478277.97530846
3470791266.21543,7478278.14727977
3470791266.09843,7478278.33938185
3470791265.90519,7478278.57952066
3470791265.96894,7478278.07256786
3470791266.13262,7478278.17656767
3470791265.82647,7478278.03854994
3470791266.20921,7478277.95121718
3470791265.93278,7478278.04455205
3470791266.00782,7478278.44028584
3470791265.74287,7478278.33968917
3470791266.09904,7478278.27572093
3470791265.65972,7478277.88057872
3470791266.11664,7478277.92255941
3470791266.00773,7478278.4475211
3470791266.07771,7478278.11747253
3470791265.97652,7478278.75525181
3470791266.04149,7478278.091962
3470791265.81351,7478278.28172908
3470791265.68011,7478277.65454154
3470791266.12402,7478278.24414779
3470791265.81089,7478278.47657334
3470791265.62103,7478278.21012385
3470791265.93912,7478278.13310441
3470791265.89921,7478278.49658884
3470791265.93726,7478278.37908571
3470791266.10489,7478278.14460254
3470791266.02918,7478278.09926407
3470791265.88171,7478278.02920762
3470791266.06043,7478278.44295917
3470791266.02715,7478278.02315225
3470791266.09908,7478277.97378155
3470791266.52913,7478278.36984912
3470791266.13874,7478278.11938692
3470791265.83893,7478278.4558587
3470791266.07581,7478278.17093691
3470791266.13193,7478278.36243395
3470791266.24239,7478278.03303039
3470791266.06582,7478278.72030184
3470791266.03385,7478278.17002178
3470791265.8814,7478277.98716918
3470791266.00114,7478278.1594348
3470791266.1707,7478278.25830475
3470791266.21957,7478278.10245001
3470791266.0845,7478278.1769968
3470791265.83577,7478278.10792203
3470791265.82283,7478278.23579369
3470791265.86737,7478277.91635389
3470791266.0621,7478278.25999248
3470791265.93962,7478278.19643708
3470791266.15033,7478278.1271056
3470791266.08314,7478277.9587652
3470791266.2448,7478278.47586617
3470791265.968,7478278.21032673
3470791266.07659,7478277.77329223
3470791265.95574,7478278.47593366
3470791265.97055,7478278.21044632
3470791266.35983,7478278.18320997
3470791266.31715,7478277.65984774
3470791266.17635,7478278.27071524
3470791266.11548,7478278.19489792
3470791266.21524,7478278.47135531
3470791265.81087,7478278.30804932
3470791266.38056,7478278.50437931
3470791265.68475,7478277.87234311
3470791265.87327,7478278.64613794
3470791265.94807,7478278.25855385
3470791266.27585,7478278.11882336
3470791265.9348,7478278.71017093
3470791266.05436,7478278.25494558
3470791266.1261,7478278.13385509
3470791265.92852,7478278.3386448
3470791266.36242,7478277.84734565
3470791265.94248,7478277.98402063
3470791265.81706,7478278.08966855
3470791265.94226,7478278.06209877
3470791266.26067,7478278.35753261
3470791266.1354,7478278.24639008
3470791266.27789,7478278.24064467
3470791266.04229,7478278.04136254
3470791265.82456,7478278.21719964
3470791265.8188,7478278.11364879
3470791266.01373,7478278.52473814
3470791266.32112,7478277.67627014
3470791266.12401,7478278.35433626
3470791265.9646,7478278.10891011
3470791265.72256,7478278.19195571
3470791266.26254,7478278.41473122
3470791266.15606,7478278.26812578
3470791266.03124,7478278.23947532
3470791265.92315,7478278.20021795
3470791266.04537,7478277.81873469
3470791265.97184,7478278.39084451
3470791266.07095,7478278.46787982
3470791266.19359,7478278.31738479
3470791266.15099,7478278.13258312
3470791265.91812,7478278.24320903
3470791265.94494,7478278.29557158
3470791265.99274,7478278.20999017
3470791265.80248,7478278.17080755
3470791265.91631,7478277.87957192
3470791266.00532,7478278.47142988
3470791266.20219,7478278.25230639
3470791266.02846,7478278.47553644
3470791266.06452,7478278.27910589
3470791265.94325,7478278.31612626
3470791266.09382,7478278.37284094
3470791265.98895,7478278.31192081
3470791266.1749,7478278.50420343
3470791265.81247,7478278.32155919
3470791266.08841,7478277.76865299
3470791265.93438,7478278.54410893
3470791265.99267,7478278.13711884
3470791266.22216,7478278.55715396
3470791265.78695,7478278.59473198
3470791265.43192,7478278.27394458
3470791265.84656,7478278.25351618
3470791266.15423,7478278.60100809
3470791266.20872,7478278.22363053
3470791265.98352,7478278.24113689
3470791265.86095,7478277.58948229
3470791266.16481,7478278.36836678
3470791266.10726,7478278.25309218
3470791265.85807,7478278.71142091
3470791265.94249,7478278.21361709
3470791266.01346,7478278.44841753
3470791265.77982,7478277.91070863
3470791265.99767,7478278.23150065
3470791265.71183,7478278.2181552
3470791266.24239,7478278.24086143
3470791265.85318,7478278.2268353
3470791266.04202,7478278.21469085
3470791265.93239,7478278.17260051
3470791265.92675,7478278.38976278
3470791265.93762,7478278.09273785
3470791266.16109,7478278.0307894
3470791266.02267,7478278.03086955
3470791265.86211,7478278.61404459
3470791266.15894,7478277.97816956
3470791265.72997,7478278.105749
3470791266.20242,7478278.01076767
3470791266.12392,7478278.05984422
3470791265.92364,7478278.49041615
3470791265.74688,7478278.5176203
3470791265.97445,7478278.02999268
3470791265.93378,7478278.69182995
3470791266.05778,7478278.47194777
3470791266.12757,7478277.91933442
3470791265.83373,7478278.25164736
3470791265.70034,7478278.39661521
3470791265.7835,7478277.92661888
3470791266.09097,7478278.72016406
3470791266.18181,7478278.07055246
3470791265.90995,7478278.17709117
3470791265.79796,7478277.77452271
3470791265.96071,7478278.23048008
3470791265.90169,7478278.56067528
3470791265.99487,7478278.0660337
3470791265.96749,7478278.22973346
3470791266.06698,7478278.37516551
3470791265.82847,7478278.51926578
3470791265.91733,7478277.85673865
3470791266.0594,7478278.3185914
3470791266.07655,7478278.05845375
3470791265.83935,7478278.34555277
3470791266.01267,7478278.22091193
3470791266.1925,7478278.31424361
3470791266.04231,7478278.96104818
3470791266.18743,7478278.25304742
3470791265.79237,7478278.07164632
3470791265.93364,7478277.99287015
3470791266.1733,7478278.14448383
3470791265.89262,7478278.14002427
3470791266.02587,7478278.52271811
3470791265.92405,7478277.9440612
3470791266.07548,7478278.03475578
3470791265.7927,7478278.37635051
3470791266.04213,7478278.26009654
3470791266.14238,7478277.9485807
3470791266.31761,7478278.40486432
3470791265.98728,7478278.52883309
3470791265.75081,7478277.94370746
3470791265.8798,7478278.4649823
3470791265.87754,7478278.11149039
3470791266.06192,7478278.12668354
3470791265.77037,7478278.26113743
3470791266.01591,7478278.21137008
3470791265.78953,7478278.29875177
3470791265.63438,7478277.83100166
3470791265.9741,7478278.58190262
3470791265.91966,7478278.06949537
3470791265.92759,7478278.09003826
3470791266.40981,7478278.37164458
3470791265.89503,7478278.54456684
3470791265.86412,7478278.28457167
3470791266.1639,7478278.17543938
3470791265.84045,7478278.03153857
3470791265.9334,7478278.29836885
3470791266.07622,7478278.19415073
3470791266.26665,7478278.22591425
3470791266.07848,7478278.56358789
3470791265.78332,7478278.21744808
3470791265.85449,7478278.38376041
3470791265.86269,7478278.05572717
3470791266.13054,7478277.89935619
3470791266.16306,7478277.99098788
3470791266.06575,7478278.33467652
3470791265.71952,7478278.76403294
3470791265.8067,7478278.65149125
3470791266.05421,7478278.51947488
3470791266.38351,7478278.00054551
3470791265.7215,7478277.85756779
3470791266.20291,7478278.31471693
3470791265.98813,7478278.47005678
3470791266.14993,7478278.20666211
3470791265.78745,7478278.0014329
3470791265.93212,7478278.00143435
3470791265.59664,7478278.44808946
3470791265.93146,7478278.35960924
3470791265.91685,7478278.14209882
3470791266.322,7478277.7486666
3470791266.23891,7478278.13033443
3470791265.77758,7478277.96624248
3470791265.91773,7478277.84643877
3470791265.99035,7478278.14597359
3470791265.95857,7478278.49600531
3470791266.2366,7478278.05085462
3470791265.79916,7478278.3209808
3470791266.15407,7478278.14726212
3470791265.89447,7478278.61425304
3470791266.10496,7478278.18978016
3470791266.13771,7478278.33463281
3470791266.28942,7478277.96432341
3470791265.97222,7478278.31670708
3470791265.95333,7478278.80639325
3470791266.04721,7478278.49225768
3470791266.34897,7478278.54172706
3470791266.27667,7478278.30753514
3470791266.22539,7478278.02987756
3470791265.81526,7478278.32717177
3470791265.83125,7478278.18926571
3470791266.06135,7478278.07451415
3470791266.36458,7478278.08500934
3470791265.97965,7478278.2812526
3470791265.92927,7478278.34680725
3470791265.9471,7478278.42274833
3470791265.93691,7478278.35831815
3470791265.89015,7478278.33337562
3470791266.14589,7478278.2396623
3470791266.0504,7478278.16961932
3470791266.18799,7478278.50033739
3470791266.06178,7478277.76345432
3470791265.89722,7478278.50538463
3470791265.97416,7478278.31477052
3470791265.89969,7478278.49423231
3470791265.70868,7478278.32569232
3470791266.14926,7478278.39351039
3470791266.40072,7478278.30536834
3470791265.98625,7478278.34241581
3470791265.9688,7478278.04469136
3470791266.0086,7478278.46825851
3470791266.05007,7478278.14660948
3470791265.99711,7478278.18725221
3470791266.12651,7478278.67409718
3470791266.19643,7478278.20239741
3470791266.16678,7478277.9952233
3470791266.10318,7478278.12606406
3470791266.2198,7478278.16781172
3470791265.85847,7478277.62423473
3470791265.84847,7478277.87075226
3470791265.88437,7478278.30496376
3470791265.95418,7478278.45242783
3470791265.96284,7478278.75327807
3470791266.0564,7478278.58204227
3470791266.31833,7478278.34142152
3470791266.05674,7478278.13039869
3470791265.9903,7478278.40296311
3470791265.99996,7478278.0079306
3470791266.10526,7478278.11748805
3470791266.24336,7478278.06251324
3470791266.04054,7478277.89298334
3470791265.735,7478278.37158196
3470791265.83478,7478278.24097977
3470791265.9865,7478278.24631825
3470791265.90976,7478278.51454228
3470791266.34206,7478278.51364485
3470791265.91189,7478278.69811157
3470791265.92444,7478278.40312478
3470791266.00638,7478278.39692004
3470791266.25547,7478278.2978303
3470791266.19256,7478278.36914391
3470791266.06582,7478278.17672011
3470791266.24639,7478278.42144131
3470791266.10346,7478278.19397794
3470791266.07605,7478278.36009733
3470791265.65325,7478278.21686874
3470791266.12695,7478278.68094159
3470791265.8111,7478278.42867932
3470791265.91173,7478278.37609253
3470791265.66521,7478278.39920116
3470791265.90165,7478278.26792384
3470791266.0351,7478278.06935785
3470791265.85015,7478278.3779837
3470791265.93512,7478278.13063973
3470791266.0729,7478278.11865344
3470791266.00287,7478278.07938994
3470791266.08999,7478278.42673602
3470791265.70841,7478278.2001221
3470791266.01045,7478278.38359539
3470791266.07593,7478278.27346525
3470791265.65699,7478278.0782659
3470791266.18885,7478278.65096597
3470791266.10704,7478278.09638992
3470791266.0485,7478278.50839262
3470791265.6914,7478278.69880767
3470791265.99846,7478278.42641712
3470791265.97017,7478278.35241374
3470791266.00489,7478278.21439225
3470791265.86229,7478278.64445114
3470791265.85053,7478278.0879899
3470791266.22866,7478278.44344218
3470791266.54014,7478278.00628018
3470791265.6422,7478278.02720509
3470791266.1179,7478277.90694455
3470791266.03786,7478278.2300542
3470791265.96122,7478278.11782282
3470791266.10657,7478278.37151209
3470791266.34746,7478278.12934105
3470791266.02401,7478278.229976
3470791266.00146,7478277.92806104
3470791265.87053,7478277.59261958
3470791266.1388,7478278.68598299
3470791266.04736,7478278.26916206
3470791266.11223,7478278.32318858
3470791266.22519,7478278.41182499
3470791265.87284,7478278.64025585
3470791265.78287,7478277.98151271
3470791265.90511,7478278.41214617
3470791266.07951,7478278.0002829
3470791265.99877,7478278.21765346
3470791266.03929,7478278.77079658
3470791265.82774,7478278.63527169
3470791266.3145,7478277.95105443
3470791266.22534,7478278.22173665
3470791265.77981,7478277.8373171
3470791266.06024,7478278.43869586
3470791265.89978,7478278.00939658
3470791265.81135,7478278.52100097
3470791266.08339,7478278.21710749
3470791266.02975,7478278.14955741
3470791265.91053,7478277.94480276
3470791266.32328,7478277.98401449
3470791265.89703,7478278.0380591
3470791265.99412,7478278.44953546
3470791266.12911,7478278.1825494
3470791265.98592,7478277.62396479
3470791266.07648,7478277.82102102
3470791266.34926,7478278.06428501
3470791266.01862,7478278.18426952
3470791266.14685,7478278.10237337
3470791266.10615,7478278.23092838
3470791266.05705,7478278.04707632
3470791265.8825,7478278.24759447
3470791266.13407,7478278.25099214
3470791265.99896,7478278.31031469
3470791266.10091,7478278.29058237
3470791265.98333,7478278.23193398
3470791266.01208,7478278.31361123
3470791266.19529,7478278.15731085
3470791266.07855,7478278.11651812
3470791265.97361,7478278.01293622
3470791266.06683,7478278.42322679
3470791266.05196,7478278.39156671
3470791265.96815,7478278.26846932
3470791265.98408,7478278.10513094
3470791265.91705,7478278.02737724
3470791266.23635,7478277.74631072
3470791265.62915,7478278.28467522
3470791266.08175,7478278.53750184
3470791265.97624,7478278.46172398
3470791265.88587,7478278.46672645
3470791266.17471,7478278.10920041
3470791265.85302,7478278.47367867
3470791265.92966,7478277.98472634
3470791266.10277,7478278.4262499
3470791265.92554,7478278.27886931
3470791265.95911,7478277.94103274
3470791265.96248,7478277.82997039
3470791265.92315,7478278.16755337
3470791265.80072,7478278.4192998
3470791265.97822,7478278.34433869
3470791265.98479,7478278.04118201
3470791266.02749,7478278.01922773
3470791265.87011,7478277.86816871
3470791266.09804,7478278.02676083
3470791266.02503,7478278.10588893
3470791265.97127,7478278.34929625
3470791265.88176,7478278.04061532
3470791266.12897,7478278.30033113
3470791266.05499,7478278.16948835
3470791266.0169,7478278.28904467
3470791265.70857,7478277.9276162
3470791266.13388,7478277.93440827
3470791265.97327,7478278.43461475
3470791266.08437,7478278.04746662
3470791266.1236,7478278.83588764
3470791266.01106,7478278.47180745
3470791265.88372,7478278.70572825
3470791266.19692,7478277.9944222
3470791266.03973,7478278.45691404
3470791266.00051,7478278.23646869
3470791266.07982,7478278.75689009
3470791265.88012,7478278.09794457
3470791266.00994,7478278.52747656
3470791266.34218,7478278.52575836
3470791265.88361,7478278.34021638
3470791266.18893,7478278.17923846
3470791266.34551,7478277.98894147
3470791266.15332,7478278.45980338
3470791265.74968,7478278.35826868
3470791266.20647,7478278.2126163
3470791266.0119,7478278.27198541
3470791266.01836,7478278.3630534
3470791266.0033,7478278.2037976
3470791265.83271,7478278.46322552
3470791265.86021,7478278.17317732
3470791265.94363,7478278.51959307
3470791265.79173,7478278.50987884
3470791266.0238,7478278.38888784
3470791265.92617,7478277.4386685
3470791265.76311,7478278.48990129
3470791266.31057,7478278.32443647
3470791266.12546,7478278.04080023
3470791266.2297,7478277.94193294
3470791266.25959,7478278.10101468
3470791265.95968,7478277.90398677
3470791266.01662,7478278.1048103
3470791266.05715,7478277.74280604
3470791266.02598,7478278.54797111
3470791265.76593,7478277.96013709
3470791266.20738,7478278.17596855
3470791265.83912,7478277.98440157
3470791266.21139,7478278.03826606
3470791266.12965,7478278.07432765
3470791266.10649,7478278.42741149
3470791265.9965,7478278.35248344
3470791266.13298,7478278.51117462
3470791265.81455,7478278.35333547
3470791266.0231,7478278.26281852
3470791265.834,7478277.98686052
3470791266.37667,7478278.44749386
3470791266.00365,7478277.94598961
3470791265.90289,7478278.03602502
3470791265.82662,7478277.95012621
3470791265.8423,7478278.41349861
3470791266.01694,7478278.46004272
3470791265.73905,7478277.88022859
3470791266.00283,7478278.25149393
3470791265.89737,7478277.87167118
3470791266.17388,7478278.02889108
3470791266.00962,7478278.11307769
3470791265.92815,7478278.20731989
3470791265.77808,7478278.50495801
3470791265.84559,7478278.30517234
3470791266.0741,7478277.88973159
3470791265.92505,7478277.84852174
3470791266.13168,7478277.58246316
3470791265.96602,7478278.47902198
3470791266.23269,7478278.19584842
3470791266.33548,7478278.29841467
3470791266.11059,7478278.29312935
3470791266.12566,7478278.41934126
3470791265.76197,7478277.94655794
3470791266.2304,7478278.29534906
3470791266.03618,7478278.11921088
3470791266.15923,7478278.39028244
3470791266.29584,7478277.95371455
3470791266.36654,7478278.54076928
3470791265.81634,7478278.24615046
3470791266.13769,7478278.10442666
3470791266.17964,7478278.21056251
3470791266.00986,7478278.46910642
3470791265.95739,7478278.29850162
3470791266.10669,7478277.99690336
3470791265.73705,7478278.45594271
3470791266.0179,7478278.29578733
3470791265.93711,7478278.43602638
3470791266.02539,7478278.33739447
3470791266.17306,7478278.24306958
3470791266.15938,7478277.94376684
3470791265.8101,7478278.38415777
3470791265.89716,7478278.22306879
3470791266.12488,7478278.10507763
3470791266.43294,7478277.86506841
3470791266.14041,7478278.09050468
3470791265.74589,7478277.7441645
3470791266.40052,7478278.05008101
3470791266.15448,7478277.81280274
3470791266.13998,7478277.9356922
3470791265.72791,7478278.25612474
3470791265.88587,7478278.29704301
3470791265.91826,7478278.39136821
3470791266.27447,7478278.17240929
3470791265.90659,7478278.420293
3470791266.1812,7478278.07643459
3470791265.97671,7478278.18201152
3470791266.25315,7478278.54141018
3470791266.05899,7478277.61478265
3470791265.85567,7478278.56786538
3470791265.82499,7478278.35899508
3470791265.86353,7478278.34582795
3470791265.8436,7478278.801849
3470791265.59178,7478278.06910413
3470791265.72465,7478278.45600504
3470791265.70505,7478278.23098349
3470791265.9082,7478278.22081909
3470791266.02626,7478278.07427075
3470791266.10806,7478278.07891977
3470791265.90496,7478278.02256852
3470791266.09683,7478278.15393102
3470791265.87299,7478278.09692203
3470791265.87856,7478278.50247361
3470791265.9418,7478278.24822164
3470791266.22072,7478278.43173801
3470791266.10371,7478278.10486337
3470791265.89234,7478278.30659188
3470791266.26227,7478278.39889001
3470791265.99734,7478277.83500606
3470791265.79724,7478278.10614176
3470791266.16201,7478278.40416004
3470791266.12599,7478278.38748384
3470791266.23722,7478278.45336686
3470791265.91735,7478278.21236665
3470791266.09759,7478277.91012468
3470791266.16984,7478278.17143232
3470791266.00622,7478278.54310702
3470791265.78196,7478277.48380957
3470791266.15962,7478278.42080007
3470791265.68851,7478278.15109011
3470791265.905,7478278.21872186
3470791265.92821,7478278.39573096
3470791265.79528,7478278.20148407
3470791266.04472,7478277.93579686
